Unnamed: 0,Job Title,Job Description
1323,Django Developer,"Job Description:

The candidate will be part of the core team working in an agile environment responsible for the development of a SaaS-based web application.

\* Minimum of 3+ years of experience in Python Web Framework(preferably Django)

\* He/She will work closely with the Front end and UX team.

\* Have experience in developing highly efficient, scalable cloud-based application in Python web framework

\* Designing and creating RESTful APIs and familiarity with integrating 3rd party API integrations.

\* Have worked with at least one or more Payment Gateway like Stripe, PayPal, CCAvenue, Authorize.Net etc.

\* Understanding of Front End technologies like Javascript, jQuery, Bootstrap, CSS3, HTML5

\* Strong understanding of Regular Expressions, DataFrames, Threading, Multi-process architecture

\* Solid Database skills using a relational database like MySQL, PostgresSQL

\* Familiarity with report generation in PDF, CSV, Excel, Microsoft Word

\* Implementation of security and data protection

Job Type: Full-time"
1326,JavaScript Developer,"Skill Set required
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Thorough understanding of React.js and its core principles
Experience with popular React.js workflows (such as Flux or Redux)
Familiarity with newer specifications of EcmaScript
Experience with data structure libraries (e.g., Immutable.js)
Knowledge of isomorphic React is a plus
Familiarity with RESTful APIs
Understanding of python-Django is an add-on
Knowledge of modern authorization mechanisms, such as JSON Web Token
Familiarity with modern front-end build pipelines and tools
Experience with common front-end development tools such as Babel, Webpack, NPM, etc.
Ability to understand business requirements and translate them into technical requirements
A knack for benchmarking and optimization
Familiarity with code versioning tool git
Familiarity with Azure
Education Qualification & Experience
Bachelor degree in CS/IT field.
Experience Range 3-5 years"
1328,Full Stack Developer,age learning leading education technology innovator based glendale california talented team 600 individualsâfrom educator developer artist writer designer engineer producer product manager marketing expert creator award-winning abcmouse.com Â® _early learning academy_ curriculum experienced 10 million child worldwide completed 3 billion learning activity date committed helping _every_ child learn education access initiative reach million child offering full abcmouse curriculum cost teacher community institution library head start program community centersâincluding public housing authority after-school program age learning _bringing learning life_ Â® ! summary marketing team age learning seeking full time in-house senior full stack programmer person responsible assisting self deployment process requires solid background git working knowledge jenkins ci additionally person employ php node.js light shell scripting html5 cs javascript/angular.js help u debug software problem assist building internal tool internal client tackle myriad challenge arise every day rapidly growing organization looking challenging rewarding environment may ! responsibility debugging server-side client-side issue assisting self deployment qa production assist building new internal tool used content creation update/maintain existing application desired skill experience 3+ year php experience 3+ year cs html5 javascript/ajax working knowledge angular.js strong analyzing information able quickly find creative solution difficult problem good attention detail rigorous self-testing code delivering high quality work ability thrive dynamic work environment product-first approach building software ability communicate effectively work part team experience git knowledge mvc framework angular plus experience unix command plus experience integrating third party apis web service plus _age learning doe sponsor work-related visa position includes limited h1b visas._
1329,Database Administrator,provide support operating system network information security storage system tape library defined departmental requirement maintain monitor infrastructure environment deploy release new technology well define improvement increased system reliability performance lead enterprise base work initiative project support multiple system application medium high complexity act technical liaison operation team engineer architect participate short- long-term planning effort stakeholder group develop cost/time estimate document discussion agreement work project team understand business need integrate solution application platform outside framework coordinate development activity group develop scripted solution automation work engineer requirement provides recommendation improvement forecast utilization pattern identify modification upgrade recommend approve changes/enhancements improved system availability reliability performance lead provide technical direction planning designing execution testing effort ensure test evaluate possible impact current infrastructure application track monitor improvement validate improvement result develop maintain metric around system institute process continuous improvement perform review periodically user vendor define ensure continuous monitoring procedure set according standard procedure requirement create plan evolve system reduce cost improve system dynamic provide level 3 production support coordinate problem resolution among variety functional area provide subject matter expertise support diagnosing resolving problem recommend implementation software hardware change rectify problem plan perform structural change necessary adhere security requirement lead design execution backup disaster recovery plan operating system database server lead implementation contingency plan monitor production output service ensure slas quality metric met evaluate future technology make recommendation software hardware upgrade provide technical leadership coaching mentoring team member duty may assigned qualification education and/or experience bachelor 's degree related field preferred five 5 year relevant information technology security network database management work experience required three 3 year experience administering server enterprise environment experience designing configuring deploying server hardware required relevant certification may required five 5 year administering server enterprise environment least five 5 year experience designing configuring deploying system required departmental preference experience tool technology like isim tim sun identity access management oracle wavese ensures long-term requirement system operation administration included overall information system planning organization ensures system server installed configured maintained correctly directs activity project team member appropriate operational support maintenance troubleshooting administration production system determines system enhancement tuning must experience integrating technology ldap active directory â¢ 3+ year working experience supporting logon registration identity system 5+ year experience web development technology like java 3+ year experience database like sql server oracle etc skill ability analytical thinking skill ability work independently within team environment written verbal communication skill interpersonal skill data gathering reporting skill ability flexible adapt easily change related skill and/or ability may required perform job _all qualified applicant receive consideration employment without regard among ground race color religion sex national origin sexual orientation age gender identity protected veteran status status individual disability._ job information technology primary location detroit organization production office-7113 schedule full-time
1331,Full Stack Developer,job description web developer provide thought leadership help find new solution technology continue enhance spear web experience ideal candidate enjoy writing high-quality php javascript code working fast-paced agile work environment work multiple team take project concept completion agile sdlc methodology scrum work multiple team take project concept completion agile sdlc methodology scrum build new product also convert legacy product api-driven microservices running laravel vue.js keep eye application health leveraging new relic well access error log extract useful information used improve existing performance well proactively identify issue may lead downtime optimize sql query performance undertake analysis user business requirement particular regard impact existing system environment produce appropriate business and/or system design identify evaluate recommend key technology required support improve business process build continuous integration workflow code analysis automated unit testing integration test automated deployment
1335,JavaScript Developer,"Opportunity within a pioneer in the institutional credit space
Excellent career development prospects
Learn extensively working alongside industry experts

Our client is a FinTech pioneer in the institutional credit space in India. Bringing together issuers and lenders, they have created a one-of-a-kind online marketplace. Currently with 120+ investors across multiple segments and a high volume of credit deal closures, they are one of the fast-growing FinTech firms in the country.

The Job

You will be responsible for ;

Being involved in full software life-cycle, system design and development of frontend & backend systems
Writing high-quality code, participating in code reviews and designing/architecting systems of varying complexity and scope
Identifying libraries and technologies worth experimenting
Building innovative solutions from scratch and liaising with architects and engineers to build solutions
Mentoring other team members

The Profile

You have a degree in Computer Science or relevant field.
You have at least 2 years of relevant hands-on software engineering experience doing software design and development
You have proven experience working on backend web frameworks like RoR (preferable)/ Python/Django/ Node.js
You have good command over at least one JavaScript frameworks like React.js, Vue.js or Angular
Excellent understanding of relational database structures, having knowledge of unstructured databases (NoSQL) will be an added advantage
Expertise in object-oriented design, unit testing, integration testing, data structures, algorithms, scalable APIs, etc. is required
You possess knowledge of working on cloud technologies and exposure of AWS services (EC2, RDS, S3, etc)
You have experience with Agile Development and Scrum methodologies.
You have the ability to work in a fast-paced environment and make pragmatic engineering decisions in a short amount of time
You pay strong attention to detail and have strong analytical skills.

Ref :15990021
00-8.00 Years"
1337,Full Stack Developer,position description demonstrates up-to-date expertise software engineering applies development execution improvement action plan manages small medium-sized complex team project model compliance company policy procedure support company standard ethic integrity provides support implementation business solution provides support business new existing system troubleshoots business production issue minimum qualification bachelor 's degree computer science related field 4 year experience building scalable ecommerce application mobile software additional preferred qualification company summary walmart ecommerce team rapidly innovating evolve define future state shopping world â largest retailer mission help people save money live better help brightest mind technology merchandising marketing supply chain talent reimagining intersection digital physical shopping help achieve mission position summary walmart lab â reinventing world â leading retail platform leveraging unique strength deliver best customer experience wherever customer shop imagine environment one line code one experiment one idea ha power catapult entire industry towards smarter future better yet imagine power could every day â walmart lab tech-empowered people-led â team 4000+ software engineer data scientist designer product manager within walmart across world delivering innovation transform customer shop enterprise operates technologist solve complex problem walmart building solution impact hundred million people world â largest retailer
1339,Machine Learning,"Design and develop solutions using Machine Learning and other advanced AI technologies to solve a variety of problems
Translate user stories and business requirements to technical solutions by building quick prototypes or proof of concepts with several business and technical stakeholder groups in both internal and external organizations
Convert the proof of concepts to production-grade solutions that can scale for hundreds of thousands of users
Be hands-on where required and lead by following best practices in development and CI/CD methods
yÃ¶u
4+ years of experience in software development for high-tech products or services
2+ years of hands-on experience delivering products or solutions that utilized Machine Learning, Natural Language Processing or other forms of AI solutions like machine vision
Highly skilled in Python and preferably in one or more programming languages like C++, Java, Go, etc
Strong hands-on experience in one or more of the Machine Learning tools like TensorFlow, Keras, Theano, or Caffe and have solved several real-life problems using these
Experience in one or more NLP libraries (i.e. spaCy, NLTK, etc) is a plus
Experience with handling Big Data (Spark, HBase, Kafka, etc) is a plus
You are confident in expressing your point of view from a position of knowledge and experience. You are also
receptive to feedback and open to revising your plans when appropriate
top 5 reasÃ¶ns
An entrepreneurial environment with immediate responsibility and a chance to make a difference from the word go
Innovative projects with big name clients and exposure to future, cutting edge technologies
Unlimited individual growth opportunities and the ability to create a personalised career path
Access to a global network with opportunities to live and work abroad
All the support, training and coaching you need to further your career
and extra on top: A team spirit and family-like culture as exciting and colourful as our gradient coloured coffee marshmallows
cÃ¶ntact
Karthick Raja M
Manager- Talant Acquisition

careers_in@umlaut.com
Ã¼s
umlaut is a 4500+ people strong global full service cross industry end-to-end partner that applies its deep-running interdisciplinary, collaborative advisory and fulfilment capabilities to change its clients fortunes for the better and - on top of that - add value, quality and focus to their organisations and produce."
1343,Software Engineer,"Outbound Marketings mission is to generate personalized marketing messages that deliver delightful customer experiences; from helping customers fulfill a shopping mission to driving upper funnel awareness and discovery across Amazons growing set of services and product offerings. We are responsible for the experimentation and automation of successful marketing strategies that generate immediate and long-term value for Amazon. We also own tooling and rendering infrastructure for all marketing messages, including those that are generated externally and manually. Our systems generate tens of billions of messages per year that are sent to customers in over 15 countries.

We are seeking a Senior Software Engineer who is not only a champion of Operational and Engineering Excellence but someone who is hands-on and leads by example. You are a thought leader who wants to disrupt our approach to marketing to raise the bar on customer experience and innovation. You are able to operate in a fast-paced and dynamic environment where delivering results of high quality with low operational impact is super critical. You pride yourself in diving deep and strongly collaborating with product managers to solve hard, customer facing problems. You have strong business and technical judgment that enables you to make effective decisions about technology choices.

You will play an instrumental role in shaping the product direction and will be actively involved in defining key product features that impact the business. In this role, you will work with Senior and Principal Engineers to evolve the design and architecture of the products owned by our team. You will be responsible to set up and hold a high bar for software quality besides providing direction to a highly technical team of software engineers.

Position Responsibilities:
Â· Work closely with senior engineers to design, implement and deploy applications that impact the Amazon Outbound Marketing Communication with an emphasis on improvement in Outbound Marketing Business and System Health metrics
Â· Own the delivery of an integral piece of a system or application.
Â· Management and execution against project plans and delivery commitments
Â· Assist directly and indirectly in the continual hiring and development of technical talent.
Â· Create and execute appropriate quality plans, project plans, test strategies and processes for development activities in concert with business and project management efforts.
Â· Integrate with Amazon's world-class service-oriented infrastructure
Â· Introduce new technologies, techniques and ideas that will immediately be proven in the world's largest consumer marketplace

Basic Qualifications

Â· 4+ years of professional software development experience
Â· 3+ years of programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
Â· 2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems
â¢ Bachelors Degree in Computer Science or related field with 7+ years relevant work experience
â¢ Masters Degree in Computer Science or related field with 5+ years relevant work experience
â¢ Experience in design and coding in OO languages like Java or C++
â¢ Familiarity with scripting languages and an understanding of Agile environments.

Preferred Qualifications

â¢ Masters degree in Computer Science with 6+ years of relevant work experience
â¢ Experience building complex software systems that have been successfully delivered to customers
â¢ Experience with Java, Spring MVC
â¢ Proficiency with HTTP Protocol, REST, XML, J2EE, JavaScript, and AJAX
â¢ Be highly innovative, flexible and self-directed"
1344,JavaScript Developer,"Required Skills:

Strong Javascript, HTML5 ,JQuery, PHP and CSS.
Good experience in on C#, .Net, JQuery, Javascript, ASP.Net, MVC, SQL Server
Real time experience in ArcGIS Server Javascript API
Hands on experience in writing and executing rest based web services
Python knowledge is an added advantage

Qualifications:

Qualification : M.tech/B.e/B.Tech/ MCA / M.Sc

Experience Required: 3-5 years

Job Location: Delhi

Email : contacthr@quantumasia.in"
1347,JavaScript Developer,"We are looking for a Full-stack Javascript Developer to help us build medium to large-scale, high performance web applications. Your primary focus will be the development of all server-side logic, definition and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for developing front-end elements using various Javascript frameworks like React.js, Angular.js, Node.js. Therefore, hands-on experience on front-end technologies (including HTML, CSS) from ground up is critical as well.

Skill Requirements:
Know-how of frontend technologies such as HTML5, CSS3 (and understanding of pre-processors like SASS/SCSS), JS and jQuery.
Knowledge of JS frameworks (atleast one of the following):
Angular 4/5
Node.js
React.js
Vue.js
Strong (or intermediate) proficiency with web related protocols and architectures (MVC, REST APIs, JSON, HTTP)
Excellent understanding of OOP patterns and methodologies.
Experience with responsive web design and development.
Experience with cross-browser compatibility.
Hands-on experience in frontend Javascript development to at-least ES5/ES6 specification is a plus.
Experience in developing/building SPAs to medium to large scale web applications in Angular, React is a plus.
Understanding of importance and implementation of accessibility and security compliance in web applications is a plus.
Strong customer focused approach, excellent problem solving and analytical skills."
1348,Full Stack Developer,panorama mission radically improve student outcome helping educator act data today 500 school system serving seven million student use panorama ensure child getting support need student succeed school graduate go college panorama help educator monitor student across academic attendance behavior college readiness coordinate action support child panorama â platform also help educator get data non-academic factor key child â success school life social-emotional skill safety teacher-student relationship family engagement panorama ha raised $ 32mm led emerson collective well spark capital owl venture softtechvc chan zuckerberg initiative engineer changing history way beyond git rebase -i engineering team involved every step product cycle working closely many team user ! brainstorm build solution education â toughest problem sure strong technical chop make sure constantly challenge grow lunchtime guest talk weekly book club http //engineering.panoramaed.com/our-engineering-book-club/ hackathons http //blog.panoramaed.com/panorama-education-hackathon-2014/ open-source project office http //github.com/panorama-ed outside http //www.betaboston.com/news/2015/02/24/like-a-waze-for- the-t-mbta-ninja-lets-bostonians-crowdsource-trouble-on-their-commute/ try improve help school around world role work fascinating challenging problem like learning recommendation engine correlate educator data community-generated content optical mark recognition infrastructure capable processing million sheet paper per day novel data visualization uncover insight school district â dizzying variety data set design write test review debug deploy occasionally frustrated code never put developer ease convenience making difference million student serve ideal candidate love learn challenged strong coder language primarily use ruby javascript â okay â tâsee previous bullet point ha significant experience web app development deploymentâunix testing uptime oh ! great communicator collaborator â close-knit team ! check blog http //engineering.panoramaed.com/ panorama education dedicated building diverse inclusive company serve student educator family tremendously diverse background identity across country ; â seen product impact strengthened reflect diversity addition found believe research diverse team higher- performing embrace varied perspective team member share equal opportunity employer
1355,Database Administrator,office manager assigned citywide case management forensics program cwcmf partnership san francisco adult probation department sfapd overall goal cwcmf sfapd â collaboration treat high risk client promote safe sustained re-entry community reduce recidivism criminal justice system supervision division administrator community assessment service center casc program director office manager work administrative operational clinical non-clinical aspect casc responsibility include facility operation expense reimbursement invoice review/submissions po set-up database management client file management ordering office medical supply filing information technology help desk support staff faculty productivity billing contract compliance reporting job involve ability lift 50 lb climb stair department psychiatry sfgh sfgh dedicated providing service integrates medical psychiatric addiction treatment sfgh largest provider acute psychiatric care san francisco provider psychiatric emergency care ucsf university california san francisco ucsf leading university dedicated promoting health worldwide advanced biomedical research graduate-level education life science health profession excellence patient care campus 10-campus uc system dedicated exclusively health science
1358,Java Developer,"Infosys is seeking Core Java developer who has worked on Java/J2EE technologies, Frameworks like Spring & Hibernate, SQL, REST Webservices and Javascript. This position will primary be responsible to interface with key stakeholders; apply technical proficiency across different stages of the software development life cycle including requirements elicitation, application architecture definition and design; play an important role in creating the high level design artifacts; to deliver high quality code deliverables for a module, lead validation for all types of testing and support activities related to implementation, transition and warranty; part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.

Required Qualifications
â¢ Bachelorâs degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.
â¢ At least 4 years of Information Technology experience.
â¢ Candidate must be located within commuting distance of Providence, RI / Jersey City, NJ or be willing to relocate to the area. This position may require travel to project locations.
â¢ U.S. citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.
â¢ Experience in Core Java.
â¢ Experience in Webservices.

Preferred Qualifications
â¢ At least 4 years of experience in Java/J2EE technologies and experience in frameworks like Spring and Hibernate.
â¢ At least 4 years of experience in Webservices, REST services, JSP and Javascript.
â¢ At least 4 years of experience in any enterprise web server preferably Websphere or JBoss.
â¢ At least 4 years of experience in software development life cycle.
â¢ At least 4 years of experience in project life cycle activities on development and maintenance projects.
â¢ Willing to work in application/production support.
â¢ Experience in banking domain.
â¢ Strong communication and analytical skills.
â¢ Ability to work in a team, in diverse/multiple stakeholder environment.
â¢ Experience and desire to work in a global delivery environment.
The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face. Travel may be required as per the job requirements.

About Us
Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation.

With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

To learn more about Infosys and see our ideas in action please visit us at www.Infosys.com

EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin"
1360,Software Engineer,"Most importantly, here at R3 Engineering we want to work with engineers who want to continue to grow as software professionals and craftspeople and who are excited to deliver excellence.
Responsibilities:
Working to deliver a new Intel SGX based product using your coding expertise in C++ or Java.
Work as a member of a team within the enclave development group to deliver high quality and well tested code
Realisation and delivery of technical designs to meet release deadlines
Code review peer contributions to the codebase
Qualifications:
Strong understanding of computer science and engineering principles, most likely obtained through a combination of advanced academic study and significant professional experience
2+ years experience in an enterprise level environment
Experience delivering end-to-end platforms and services Familiarity of multiple layers of the infrastructure and application stack from systems / OS development through to networking, middleware and application logic Proven problem solving skills and ability to work under pressure"
1361,Full Stack Developer,overview perficient â deliver mission-critical technology business solution fortune 500 company recognized brand planet â cutting-edge technology thanks close partnership world â biggest vendor network office across north america well location india china give opportunity spread wing â proud publicly recognized â top workplace â year year due small part entrepreneurial attitude collaborative spirit set u apart keep colleague impassioned driven fulfilled perficient currently ha career opportunity lead technical consultant houston office located houson tx job overview lead technical consultant participate aspect software development lifecycle includes estimating technical design implementation documentation testing deployment support application developed client member working team environment work solution architect developer interpretation/translation wireframes creative design functional requirement subsequently technical design responsibility lead technical planning & requirement gathering phase including estimate develop test manage project architect deliver serve technical lead mentor provide technical support leadership development continual improvement service develop maintain effective working relationship team member demonstrate ability adapt work team member various experience level qualification experience node.js api development using tdd agile methodology passionate coder 3-5 year application development experience client facing consulting experience highly preferred skilled problem solver desire proven ability create innovative solution flexible adaptable attitude disciplined manage multiple responsibility adjust varied environment future technology leaders- dynamic individual energized fast paced personal professional growth phenomenal communicator explain present concept technical non-technical audience alike including high level decision maker bachelor â degree mi computer science math engineering comparable major solid foundation computer science strong competency data structure algorithm software design knowledge experience developing software using agile methodology proficient authoring editing presenting technical document ability communicate effectively via multiple channel verbal written etc technical non-technical staff perficient full-time employee receive complete competitive benefit offer collaborative work environment competitive compensation generous work/life opportunity outstanding benefit package includes paid time plus holiday addition colleague eligible number reward recognition program including billable bonus opportunity encouraging healthy work/life balance providing colleague great benefit part make perficient great place work li-sa1 perficient perficient leading digital transformation consulting firm serving global 2000 enterprise customer throughout north america unparalleled information technology management consulting creative capability perficient perficient digital agency deliver vision execution value outstanding digital experience business optimization industry solution work enables client improve productivity competitiveness ; grow strengthen relationship customer supplier partner ; reduce cost perficient 's professional serve client network office across north america offshore location india china traded nasdaq global select market perficient member russell 2000 index & p smallcap 600 index _perficient equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law._ _disclaimer _ _the statement intended complete statement job content rather act guide essential function performed employee assigned classification management retains discretion add change duty position time._
1362,Full Stack Developer,developer work closely tech lead project management creative team execute pixel perfect front-end build making key decision javascript architecture cs strategy html5/css3 degradation web font social networking integration html best practice responsive design position focus front-end development candidate solid working knowledge ability execute modern web framework bootstrap/foundation & boilerplate along expertise leveraging grunt/gulp build script absolute must lamp/.net full-stack experience highly desirable must-have requirement candidate posse good verbal written communication skill demonstrates talent teamwork collaboration desire excitement explore new technology must description duty â¢ accurately predict development timeline able stick react quickly change ability `` '' project helping identify missing piece solution interactive developer first line defense integrity build - friendly/open working relationship team member vendor partner absolute must understand pace advertising thing move quickly idea fluid need guided home calm professional optimistic manor explain sensitive complicated issue graceful degradation / cross-browser compatibility non-technical team account production ability handle client communication via email phone person necessary minimum requirement â¢ bachelor â degree computer science degree preferred comparable experience 3-5 year â experience preferably advertising agency expert oo j html css3 mobile best practice social medium integration experienced using less/sass leveraging gulp/grunt build expertise working git individual level team experience integrating cm wordpress drupal sitecore
1364,Database Administrator,main responsibility hr administrator mainly administrative duty maintaining updating employee record managing hr document employee electronic record e.g employment onboarding paperwork etc updating internal database ï· create maintain electronic employee record hris adp financial system new hire promotion transfer termination job personal change ï· ensure relevant hr database date accurate complies legislation ï· perform employee data research analysis answer question needed per request mainly hr business partner hr coordinator ï· perform regular database audit ensure data accuracy alignment system ï· assist payroll department auditing data payroll transmission answering question providing relevant employee information needed ï· process/respond employment verification unemployment claim coordination hr coordinator hr business partner needed ï· comply government regulation related employment respond government inquiry reporting requirement ï· revise hr processes/guides needed ï· prepare training documentation required ï· understand sg hris architecture sg organization structure able assist implementation new revised system and/or process ï· participate hr project needed ï· analyze current hr process procedure recommend improved method ï· liaise third party service provider process invoice ï· prepare send routine correspondence notice internally externally ï· perform duty assigned ï· time comply sg code integrity qualification ï· bachelor â degree human resource relevant field ï· minimum 6 year experience proven work experience hr administrator relevant hr role ï· shrm-cp phr credential highly regarded ï· experience hr software hris hrms adp preferred ï· computer literacy office application particular excel possible intermediate level word ï· thorough knowledge labor law ï· excellent organizational skill ability prioritize important projects/tasks ï· strong phone email in-person communication skill
1365,Django Developer,"Job Summary
Published on : 2 months ago
Vacancy : 2
Employment Status : Full Time
Experience : 1 - 2 Yrs
Salary : Not disclosed
Interview Venue : MANGLORE
Work with python MVC frameworks (Flask, Django)
Work on the backend of Mateverse - our platform to build and deploy machine learning models without writing a single line of code.
Write web services in Django and Flask REST Framework
Work with Redis and MySQL databases
Simple bash scripting(Linux)
Write ReactJS components, routers, views
Write Flux and Redux code
Use Bootstrap, CSS3, Sass, write responsive code
Skills Required : Python, Django, Flask, ReactJS(Redux, Redux Thunk), MySQL, Redis, REST Framework, Linux(Bash, Shell scripting), HTML5, CSS3(Bootstrap and other open source css frameworks), jQuery, Webpack, Gulp
You have an advantage if you know: RabbitMQ/Kafka/Celery, Luigi Task Manager

Skills

PostgreSQL , Python Scripting , Python , Odoo Development , Django framework ,

Qualifications

BE / B.Tech Engineering - Computer Science / IT
B.Sc. Computer Science"
1367,Database Administrator,administrator database analyticsmh tower job description database analytics administrator oversees day-to-day long-term operation aspect foundation database raiser â edge assures quality consistency accuracy position responsible data integrity improvement analysis research staff training database website integration payment portal management maximize fundraising revenue typically report director foundation group minimum qualification education bachelor â degree business related field experience / knowledge / skill 3-5 year experience database management advanced skill blackbaud product particularly raiser â edge intermediate skill omatic product crystal report advanced excel word skill pivot vlookup macro command ability work independently integral member team ability lead project meet deadline fast-paced environment demonstrates commitment partners-in-caring process integrating culture internal external customer interaction ; delivers brand promise â advance health â innovation accountability empowerment collaboration compassion result ensuring one memorial hermann principle accountability maintain overall database integrity quality including routine data improvement data auditing system check database function doe analysis required advance fundraising campaign memorial hermann provide staff training support feedback data entry reporting database user appropriate develop maintain queries/exports direct appeal email campaign publication event ad hoc project collaborate team member track report fundraising progress donor trend ass implement technology-based solution fundraising marketing communication provide fundraising related webpage using online express identify opportunity system integration improve data quality reduce data entry increase cross-departmental collaboration ensure ethical confidential use donor prospect information consistent standard memorial hermann foundation manipulate import extract data raiser â edge provide feedback input improve efficiency function area ensures safe care patient staff visitor ; adheres memorial hermann policy procedure standard within budgetary specification including time management supply management productivity quality service promotes individual professional growth development meeting requirement mandatory/continuing education skill competency ; support department-based goal contribute success organization ; serf preceptor mentor resource le experienced staff duty assigned
1370,DevOps Engineer,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
DevOps Engineer
Job Title: DevOps Engineer, Service Cloud Digital Engagement
Job description
As a DevOps Engineer in Service Cloud, not only will you be responsible for keeping our Digital Engagement product suites up and running, you will also have the ability to shape the tools to smoothly run our development lifecycle and automate all aspects of our environment. As we transform continuous integration and delivery into the public cloud platforms, you will have first-hand opportunity to participate in the implementation and rollout. You will be working closely with the Product Engineering and Production SysEng teams to support our customers across the globe. While personality and ability to learn are keys to success on our team, you should already have the technical skills described below to hit the ground running. Please come and join us in the fast-growing Salesforce.com Service Cloud organization.
Responsibilities
Work collaboratively with product engineering to manage and operate our test and performance systems.
Troubleshoot and resolve issues in our development, test, and production environments.
Automate and streamline our operations and processes, to achieve high-available service.
Build and maintain tools for deployment, monitoring, and operations.
Manage the CI/CD pipelines to public cloud platforms, utilizing push-button deployment at scale with zero downtime.
Using new technologies that improve our tools and performance across our whole software stack and infrastructure.
Requirements
Hands-on in scripting languages (e.g. Perl, Python, Shell) and Java skills
1+ year experience working on Linux/Unix platforms.
Build/Release experience (of Java-based, on-demand applications).
Working knowledge with implementation of monitoring and management tools.
Demonstrated ability to support Development Operations in dev, test environments
Automation experience is a must.
Passion for troubleshooting, hardening systems and automating repetitive tasks.
Experience in managing automated CI systems and provisioning tools, such as Jenkins and Puppet.
Knowledge and experience with software version control systems: Perforce, GIT (GitHub/Gitlab), etc
Familiarity with splunk queries and reporting.
Knowledge of best practices and IT operations in an always-up, always-available service.
Self-motivated, enthusiastic and solution-oriented individual.
Minimum of Bachelor's degree in CS.
Desired Skills
Excellent communication skills both written and verbal.
Strong customer-focus.
Software development background a plus.
Accommodations - If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.
Posting Statement
At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.
Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesfore.com or Salesforce.org.
Salesforce welcomes all."
1372,Java Developer,"Strong experience of Core Java (8 and above is must), J2EE
Strong experience in Spring3.0+(MVC, Rest, Security modules), Hibernate, JPA.
Solid understanding of Object-Oriented Programming concepts, data structure, algorithms, and multi threaded programming.
Hands-on
Expertise in developing RESTful Service APIs.
Should have experience in HTML5, CSS, JQuery, JSTL, JSP
Strong experience in complex hibernate/sql queries with MySql.
Should have experience in integrating email, sms, payment gateway.
Should have experience in debugging production environments using log and unix commands.
Should have excellent aptitude in problem solving
Should have experience in using Git, Maven, Eclipse
Should have experience in accessing server via SSH and working on Ubuntu environment
Excellent english written and spoken skills
Regards,
Expected Start Date: 1/1/2021
Job Type: Full-time
Salary: Up to â¹700,000.00 per year
Schedule:
Day shift
Experience:
total work: 2 years (Required)
java: 2 years (Required)
Sping,Hibernate,Core Java: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
